condition,task_id,task_name,category,input_type,output_type,parse_transition,score_transition,path_transition,fp16_parse,candidate_parse,fp16_score,candidate_score,score_delta,fp16_path_score,candidate_path_score,path_delta,fp16_stop_reason,candidate_stop_reason,fp16_generated_tokens,candidate_generated_tokens
KIVI-4,000526,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,284,284
KIVI-4,000527,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,330,329
KIVI-4,000528,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,0.84,0.84,0.0,0.8,0.8,0.0,end_code,end_code,319,309
KIVI-4,000529,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,323,332
KIVI-4,000530,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,247,240
KIVI-4,000531,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,426,422
KIVI-4,000532,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,372,385
KIVI-4,000533,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,0.89,0.89,0.0,0.8666666666666667,0.8666666666666667,0.0,end_code,end_code,280,280
KIVI-4,000534,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,0.95,0.95,0.0,0.9333333333333333,0.9333333333333333,0.0,end_code,end_code,223,223
KIVI-4,000535,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,0.52,0.52,0.0,0.4,0.4,0.0,end_code,end_code,314,245
KIVI-4,000536,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,323,325
KIVI-4,000537,Text to JSON,T-generation,Text,JSON,both_pass,improved,improved,1,1,0.55,1.0,0.44999999999999996,0.4375,1.0,0.5625,end_code,end_code,382,354
KIVI-4,000538,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,0.68,0.68,0.0,0.6,0.6,0.0,end_code,end_code,292,288
KIVI-4,000539,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,428,418
KIVI-4,000540,Text to JSON,T-generation,Text,JSON,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,599,617
KIVI-4,000541,Text to JSON,T-generation,Text,JSON,both_pass,regressed,regressed,1,1,1.0,0.9,-0.09999999999999998,1.0,0.875,-0.125,end_code,end_code,597,509
KIVI-4,000542,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,0.2,0.2,0.0,0.0,0.0,0.0,end_code,end_code,752,742
KIVI-4,000543,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,306,308
KIVI-4,000544,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,329,328
KIVI-4,000545,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,0.84,0.84,0.0,0.8,0.8,0.0,end_code,end_code,366,369
KIVI-4,000546,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,350,350
KIVI-4,000547,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,282,270
KIVI-4,000548,Text to JSON,T-generation,Text,JSON,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,373,373
KIVI-4,000549,Text to JSON,T-generation,Text,JSON,both_pass,regressed,regressed,1,1,1.0,0.86,-0.14,1.0,0.8235294117647058,-0.17647058823529416,end_code,end_code,338,330
KIVI-4,000200,Text to CSV,T-generation,Text,CSV,both_pass,regressed,regressed,1,1,1.0,0.76,-0.24,1.0,0.7058823529411765,-0.2941176470588235,end_code,end_code,671,634
KIVI-4,000201,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,993,1077
KIVI-4,000202,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.58,0.58,0.0,0.47058823529411764,0.47058823529411764,0.0,end_code,end_code,177,246
KIVI-4,000203,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.95,0.95,0.0,0.9333333333333333,0.9333333333333333,0.0,end_code,end_code,304,207
KIVI-4,000204,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.2,0.2,0.0,0.0,0.0,0.0,end_code,end_code,237,232
KIVI-4,000205,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,377,377
KIVI-4,000206,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.89,0.89,0.0,0.8666666666666667,0.8666666666666667,0.0,end_code,end_code,329,316
KIVI-4,000207,Text to CSV,T-generation,Text,CSV,both_pass,regressed,regressed,1,1,1.0,0.96,-0.040000000000000036,1.0,0.9444444444444444,-0.05555555555555558,end_code,end_code,218,212
KIVI-4,000208,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.89,0.89,0.0,0.8666666666666667,0.8666666666666667,0.0,end_code,end_code,233,231
KIVI-4,000209,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,176,179
KIVI-4,000210,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,213,223
KIVI-4,000211,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,234,720
KIVI-4,000212,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,228,228
KIVI-4,000213,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,373,328
KIVI-4,000214,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,439,280
KIVI-4,000215,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.95,0.95,0.0,0.9333333333333333,0.9333333333333333,0.0,end_code,end_code,213,219
KIVI-4,000216,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,404,256
KIVI-4,000217,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,263,273
KIVI-4,000218,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,238,242
KIVI-4,000219,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,298,288
KIVI-4,000220,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,167,163
KIVI-4,000221,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,max_new_tokens,576,2048
KIVI-4,000222,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,335,297
KIVI-4,000223,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.2,0.2,0.0,0.0,0.0,0.0,end_code,end_code,283,291
KIVI-4,000224,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,307,309
KIVI-4,000225,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.29,0.29,0.0,0.11764705882352941,0.11764705882352941,0.0,end_code,end_code,214,203
KIVI-4,000226,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,229,229
KIVI-4,000227,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.2,0.2,0.0,0.0,0.0,0.0,end_code,end_code,153,153
KIVI-4,000228,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,204,204
KIVI-4,000229,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,436,509
KIVI-4,000230,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,411,315
KIVI-4,000231,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,286,199
KIVI-4,000232,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,300,300
KIVI-4,000233,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,max_new_tokens,446,2048
KIVI-4,000234,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,359,366
KIVI-4,000235,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,263,231
KIVI-4,000236,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,350,406
KIVI-4,000237,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,259,232
KIVI-4,000238,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,468,589
KIVI-4,000239,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,340,186
KIVI-4,000240,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,323,284
KIVI-4,000241,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,0.2,0.2,0.0,0.0,0.0,0.0,end_code,end_code,245,175
KIVI-4,000242,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,209,210
KIVI-4,000243,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,320,239
KIVI-4,000244,Text to CSV,T-generation,Text,CSV,both_pass,regressed,regressed,1,1,1.0,0.2,-0.8,1.0,0.0,-1.0,end_code,end_code,450,393
KIVI-4,000245,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,315,1862
KIVI-4,000246,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,259,244
KIVI-4,000247,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,302,301
KIVI-4,000248,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,386,310
KIVI-4,000249,Text to CSV,T-generation,Text,CSV,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,189,190
KIVI-4,001000,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,228,224
KIVI-4,001001,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,286,286
KIVI-4,001002,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,424,408
KIVI-4,001003,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,326,326
KIVI-4,001004,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,245,248
KIVI-4,001005,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,325,296
KIVI-4,001006,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,407,652
KIVI-4,001007,Text to TOML,T-generation,Text,TOML,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,344,342
KIVI-4,001008,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,503,449
KIVI-4,001009,Text to TOML,T-generation,Text,TOML,both_pass,unchanged,unchanged,1,1,0.47,0.47,0.0,0.3333333333333333,0.3333333333333333,0.0,end_code,end_code,271,268
KIVI-4,001010,Text to TOML,T-generation,Text,TOML,both_pass,unchanged,unchanged,1,1,0.5,0.5,0.0,0.375,0.375,0.0,end_code,end_code,696,612
KIVI-4,001011,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,312,312
KIVI-4,001012,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,311,303
KIVI-4,001013,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,576,730
KIVI-4,001014,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,341,341
KIVI-4,001015,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,363,363
KIVI-4,001016,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,285,294
KIVI-4,001017,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,308,331
KIVI-4,001018,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,267,262
KIVI-4,001019,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,341,340
KIVI-4,001020,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,312,338
KIVI-4,001021,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,243,245
KIVI-4,001022,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,234,234
KIVI-4,001023,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,242,242
KIVI-4,001024,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,426,529
KIVI-4,001025,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,268,274
KIVI-4,001026,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,367,340
KIVI-4,001027,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,292,292
KIVI-4,001028,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,251,253
KIVI-4,001029,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,245,245
KIVI-4,001030,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,302,300
KIVI-4,001031,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,451,438
KIVI-4,001032,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,266,266
KIVI-4,001033,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,309,306
KIVI-4,001034,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,358,358
KIVI-4,001035,Text to TOML,T-generation,Text,TOML,both_pass,unchanged,unchanged,1,1,1.0,1.0,0.0,1.0,1.0,0.0,end_code,end_code,269,267
KIVI-4,001036,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,336,321
KIVI-4,001037,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,268,275
KIVI-4,001038,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,354,353
KIVI-4,001039,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,353,320
KIVI-4,001040,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,553,546
KIVI-4,001041,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,344,354
KIVI-4,001042,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,336,338
KIVI-4,001043,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,310,310
KIVI-4,001044,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,271,284
KIVI-4,001045,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,273,274
KIVI-4,001046,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,285,425
KIVI-4,001047,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,377,437
KIVI-4,001048,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,301,304
KIVI-4,001049,Text to TOML,T-generation,Text,TOML,both_fail,unchanged,unchanged,0,0,0.0,0.0,0.0,0.0,0.0,0.0,end_code,end_code,493,482
KIVI-4,001700,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.63,0.63,0.0,0.5333333333333333,0.5333333333333333,0.0,end_code,end_code,945,945
KIVI-4,001701,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.91,0.91,0.0,0.8888888888888888,0.8888888888888888,0.0,end_code,end_code,343,343
KIVI-4,001702,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.72,0.72,0.0,0.6470588235294118,0.6470588235294118,0.0,end_code,end_code,691,725
KIVI-4,001703,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.63,0.63,0.0,0.5333333333333333,0.5333333333333333,0.0,end_code,end_code,986,1003
KIVI-4,001704,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.84,0.84,0.0,0.8,0.8,0.0,end_code,end_code,1243,1242
KIVI-4,001705,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.7,0.7,0.0,0.625,0.625,0.0,end_code,end_code,549,556
KIVI-4,001706,Text to XML,T-generation,Text,XML,both_pass,improved,improved,1,1,0.5,0.55,0.050000000000000044,0.375,0.4375,0.0625,end_code,end_code,900,675
KIVI-4,001707,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.89,0.89,0.0,0.8666666666666667,0.8666666666666667,0.0,end_code,end_code,249,253
KIVI-4,001708,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.68,0.68,0.0,0.6,0.6,0.0,end_code,end_code,393,387
KIVI-4,001709,Text to XML,T-generation,Text,XML,both_pass,unchanged,unchanged,1,1,0.57,0.57,0.0,0.4666666666666667,0.4666666666666667,0.0,end_code,end_code,350,346
